ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
3366	"ENSMUSG00000024725"	"Ostf1"	chr19	-	18567764	18567872	18569946	18570000	18567068	18567118	18571219	18571283	3366	369,445	464,630	288,369	610,614	78	78	0.0389376917423683	0.169189599474805	0.443,0.414	0.321,0.375	0.081
3367	"ENSMUSG00000024725"	"Ostf1"	chr19	-	18569946	18570000	18571219	18571283	18567764	18567872	18573714	18573765	3367	269,501	203,432	435,507	283,218	78	78	0.066250145893574	0.207982753323555	0.57,0.537	0.606,0.699	-0.099
3368	"ENSMUSG00000024725"	"Ostf1"	chr19	-	18571219	18571283	18573714	18573765	18569946	18570000	18581529	18581576	3368	233,301	301,563	206,296	360,456	78	78	0.713574161091837	0.849165904270512	0.436,0.348	0.364,0.394	0.013
3369	"ENSMUSG00000024725"	"Ostf1"	chr19	-	18573714	18573765	18581529	18581576	18570964	18571283	18608983	18609082	3369	126,183	308,401	145,156	299,324	78	78	0.221578041395916	0.410808058566652	0.29,0.313	0.327,0.325	-0.025
3370	"ENSMUSG00000026656"	"Fcgr2b"	chr1	-	170788764	170788802	170793270	170793393	170786185	170788669	170794014	170794269	3370	374,643	354,461	227,354	259,313	78	77	0.0323207018423385	0.157716831318649	0.511,0.579	0.464,0.528	0.049
3371	"ENSMUSG00000026073"	"Il1r2"	chr1	+	40141548	40141697	40151114	40151295	40123857	40123979	40154183	40154358	3371	4249,4445	8541,8252	6013,6305	12674,13735	78	78	0.0074391459744888	0.143003799299439	0.332,0.35	0.322,0.315	0.022
3372	"ENSMUSG00000026073"	"Il1r2"	chr1	+	40151114	40151295	40154183	40154358	40141548	40141697	40157114	40157177	3372	257,243	8154,7781	99,158	10419,11921	78	78	0.00657593784075683	0.143003799299439	0.031,0.03	0.009,0.013	0.019
3373	"ENSMUSG00000026073"	"Il1r2"	chr1	+	40160068	40160204	40162281	40162424	40157114	40157177	40164200	40164379	3373	6740,6891	4726,4401	9088,9950	6515,6557	78	78	0.170306066044973	0.34849717273333	0.588,0.61	0.582,0.603	0.006
3374	"ENSMUSG00000062949"	"Atp11c"	chrX	-	59274507	59274612	59281916	59282070	59268652	59271153	59283829	59283933	3374	84,73	21,24	4,55	13,13	78	78	0.319242579707877	0.517444611429271	0.8,0.753	0.235,0.809	0.254
3375	"ENSMUSG00000062949"	"Atp11c"	chrX	-	59337678	59337743	59338966	59339017	59337279	59337361	59340548	59340652	3375	10,27	3,51	2,3	16,23	78	78	0.00857624823466074	0.143003799299439	0.769,0.346	0.111,0.115	0.445
3379	"ENSMUSG00000020936"	"Nmt1"	chr11	+	102937204	102937349	102943031	102943150	102933993	102934102	102946023	102946115	3379	53,84	58,111	43,17	11,17	78	78	0.162813177636435	0.337716437114396	0.477,0.431	0.796,0.5	-0.194
3380	"ENSMUSG00000020936"	"Nmt1"	chr11	+	102947208	102947325	102948190	102948361	102946023	102946115	102949030	102949139	3380	65,57	116,184	31,16	21,35	78	78	0.0808273345521351	0.229131945128579	0.359,0.237	0.596,0.314	-0.157
3381	"ENSMUSG00000054452"	"Tle5"	chr10	+	81400506	81400551	81400681	81400744	81399928	81399992	81401125	81401200	3381	58,74	205,148	34,80	157,240	78	78	0.0467004042054753	0.180502008227851	0.221,0.333	0.178,0.25	0.063
3388	"ENSMUSG00000044477"	"Zfand3"	chr17	+	30354296	30354479	30372276	30372342	30279783	30279824	30411536	30411704	3388	197,353	256,338	225,213	169,300	78	78	0.783276733476327	0.895653177758056	0.435,0.511	0.571,0.415	-0.02
3389	"ENSMUSG00000026426"	"Arl8a"	chr1	+	135080208	135080289	135080530	135080604	135074561	135074838	135081913	135082007	3389	121,144	169,249	83,153	183,219	78	78	0.517037634292916	0.699675830637604	0.417,0.366	0.312,0.411	0.03
3390	"ENSMUSG00000031506"	"Ptpn7"	chr1	+	135061487	135061661	135062177	135062361	135060462	135060528	135062568	135062653	3390	14,26	129,78	7,25	41,66	78	78	0.347908620200014	0.546038563256428	0.098,0.25	0.146,0.275	-0.037
3391	"ENSMUSG00000087174"	"5530601H04Rik"	chrX	-	104086209	104086423	104086735	104086910	104082411	104083418	104087607	104087717	3391	0,0	3,5	0,3	0,0	78	78	0.0557460979923577	0.193078643096408	0.0,0.0	NA,1.0	-1.0
3393	"ENSMUSG00000087174"	"5530601H04Rik"	chrX	-	104091514	104091616	104110364	104110408	104087408	104087717	104112069	104112234	3393	0,4	7,9	0,0	6,8	78	78	0.0508772865942377	0.18703044252475	0.0,0.308	0.0,0.0	0.154
3394	"ENSMUSG00000087174"	"5530601H04Rik"	chrX	-	104091514	104091616	104110364	104110483	104087408	104087717	104112069	104112234	3394	4,11	7,9	20,0	6,8	78	78	0.532001182108282	0.711318202224996	0.364,0.55	0.769,0.0	0.073
3395	"ENSMUSG00000087174"	"5530601H04Rik"	chrX	-	104091514	104091616	104110364	104110483	104087408	104087717	104112176	104112234	3395	0,8	7,9	0,0	6,8	78	78	0.0420904164768569	0.171477642685385	0.0,0.471	0.0,0.0	0.235
3396	"ENSMUSG00000087174"	"5530601H04Rik"	chrX	-	104091514	104091616	104110364	104110483	104087408	104087717	104113216	104113281	3396	0,8	7,9	0,0	6,8	78	78	0.0420904164768569	0.171477642685385	0.0,0.471	0.0,0.0	0.235
3399	"ENSMUSG00000087174"	"5530601H04Rik"	chrX	-	104112069	104112234	104113216	104113281	104110364	104110483	104113605	104113684	3399	0,10	4,3	1,0	20,0	78	78	0.0394731345099611	0.169189599474805	0.0,0.769	0.048,NA	0.337
3400	"ENSMUSG00000021457"	"Syk"	chr13	+	52777280	52777312	52778743	52778812	52776715	52776797	52785692	52785780	3400	420,422	479,495	602,720	720,879	71	78	0.162211066329917	0.337235310230429	0.491,0.484	0.479,0.474	0.011
3401	"ENSMUSG00000021457"	"Syk"	chr13	+	52778743	52778812	52785692	52785780	52777280	52777312	52786923	52787101	3401	459,469	758,875	649,766	1309,1394	78	78	0.137501852806363	0.310566074058411	0.377,0.349	0.331,0.355	0.02
3402	"ENSMUSG00000021457"	"Syk"	chr13	+	52795900	52796041	52797075	52797188	52794640	52794830	52799758	52802818	3402	980,992	824,879	1406,1411	1379,1539	78	78	0.0234378434370905	0.153605651419981	0.543,0.53	0.505,0.478	0.045
3403	"ENSMUSG00000026176"	"Ctdsp1"	chr1	+	74432955	74433060	74433177	74433234	74432436	74432585	74433798	74433891	3403	147,181	114,124	223,249	188,271	78	78	0.0667422105716572	0.207982753323555	0.563,0.593	0.543,0.479	0.067
3404	"ENSMUSG00000019843"	"Fyn"	chr10	+	39405432	39405597	39405914	39406070	39402776	39402926	39408011	39408191	3404	17,0	51,26	0,3	19,19	78	78	0.589440390210184	0.7562541116908	0.25,0.0	0.0,0.136	0.057
3405	"ENSMUSG00000030782"	"Tgfb1i1"	chr7	+	127847749	127847892	127848058	127848146	127847591	127847644	127848261	127848367	3405	12,7	16,27	0,0	7,2	78	78	0.0400736044292005	0.170252279144717	0.429,0.206	0.0,0.0	0.318
3406	"ENSMUSG00000020949"	"Fkbp3"	chr12	-	65112510	65112578	65115775	65115883	65110451	65110549	65116724	65116826	3406	26,32	43,48	0,6	3,18	78	78	0.091931879601047	0.244423179890207	0.377,0.4	0.0,0.25	0.264
3407	"ENSMUSG00000026029"	"Casp8"	chr1	+	58870764	58870826	58872791	58872933	58868254	58868308	58883502	58884004	3407	87,56	176,143	44,101	109,165	78	78	0.447106499567126	0.636598864065391	0.331,0.281	0.288,0.38	-0.028
3408	"ENSMUSG00000026029"	"Casp8"	chr1	+	58870764	58870826	58883502	58884004	58868254	58868308	58885780	58885913	3408	83,57	209,287	44,97	88,135	78	78	0.0193548595879962	0.150375474946778	0.284,0.166	0.333,0.418	-0.151
3410	"ENSMUSG00000059439"	"Bcas3"	chr11	+	85692610	85692778	85704825	85704891	85474722	85474820	85716027	85716884	3410	0,29	0,0	27,0	0,8	78	78	0.0494312644463388	0.185724712228136	NA,1.0	1.0,0.0	0.5
3435	"ENSMUSG00000043015"	"Nemp2"	chr1	+	52680329	52680402	52684419	52684645	52679987	52680219	52687908	52688085	3435	17,1	36,20	5,5	29,20	78	78	0.944435423823442	0.999202115572178	0.321,0.048	0.147,0.2	0.011
3436	"ENSMUSG00000020564"	"Atxn7l1"	chr12	+	33412971	33413093	33416970	33417913	33408654	33408847	33420981	33421056	3436	41,46	52,40	85,70	108,141	78	78	0.103853529769362	0.260795694735939	0.441,0.535	0.44,0.332	0.102
3438	"ENSMUSG00000021460"	"Auh"	chr13	-	52993593	52993644	52994912	52995100	52992121	52992169	53041276	53041333	3438	10,14	30,21	11,5	13,22	78	78	0.919269723860447	0.988164532908728	0.25,0.4	0.458,0.185	0.004
3439	"ENSMUSG00000015149"	"Sirt2"	chr7	+	28478346	28478415	28482193	28482323	28476615	28476672	28484804	28484864	3439	179,230	160,232	201,160	100,165	78	78	0.336205979640682	0.535427713097953	0.528,0.498	0.668,0.492	-0.067
3440	"ENSMUSG00000026107"	"Nabp1"	chr1	-	51508978	51509085	51510129	51510570	51505020	51508245	51511487	51511539	3440	727,625	68,69	1305,1497	281,338	78	78	0.000622130258237319	0.143003799299439	0.914,0.901	0.823,0.816	0.088
3441	"ENSMUSG00000028494"	"Plin2"	chr4	-	86576817	86576952	86578324	86578506	86574801	86575641	86580170	86580450	3441	886,1210	1565,1950	612,1061	1211,1259	78	78	0.586774000849834	0.754299392267844	0.361,0.383	0.336,0.457	-0.025
3442	"ENSMUSG00000028494"	"Plin2"	chr4	-	86578324	86578506	86580170	86580450	86576817	86576952	86582665	86582748	3442	825,1251	1507,1882	522,842	1179,1196	78	78	0.48857190425649	0.67267743853025	0.354,0.399	0.307,0.413	0.017
3443	"ENSMUSG00000093701"	"Gm21970"	chr16	+	91204505	91204629	91208770	91208928	91190644	91190801	91211500	91211667	3443	0,4	716,1028	3,20	868,1322	78	78	0.0479862068136376	0.183585052929688	0.0,0.004	0.003,0.015	-0.007
3444	"ENSMUSG00000029192"	"Tbc1d14"	chr5	-	36671382	36671463	36676616	36676723	36669797	36669892	36677787	36677831	3444	71,60	72,60	53,42	65,58	78	78	0.0753617667462186	0.220717765024346	0.497,0.5	0.449,0.42	0.064
3445	"ENSMUSG00000029192"	"Tbc1d14"	chr5	-	36700520	36700641	36728639	36729381	36682273	36682392	36739030	36739136	3445	13,9	40,68	11,8	70,76	78	78	0.261003101976459	0.452792466335791	0.245,0.117	0.136,0.095	0.065
3446	"ENSMUSG00000027506"	"Tpd52"	chr3	-	9000051	9000100	9009670	9009772	8990652	8996234	9012540	9012689	3446	972,1126	926,814	3269,3332	3005,3117	78	78	0.0303712077783774	0.157566499629007	0.512,0.58	0.521,0.517	0.027
3447	"ENSMUSG00000027506"	"Tpd52"	chr3	-	9001498	9001540	9008610	9008637	9000051	9000100	9009670	9009772	3447	57,18	30,18	119,66	64,112	66	78	0.350676901060676	0.548644772552962	0.692,0.542	0.687,0.411	0.068
3448	"ENSMUSG00000061175"	"Fnip2"	chr3	-	79415393	79415494	79425371	79425498	79413513	79413585	79438849	79439183	3448	36,117	224,249	45,42	131,173	78	78	0.969140547153395	0.999202115572178	0.138,0.32	0.256,0.195	0.004
3449	"ENSMUSG00000061175"	"Fnip2"	chr3	-	79419637	79419709	79419804	79419905	79415393	79415494	79422409	79422556	3449	137,170	141,187	61,137	65,118	78	78	0.257308810417308	0.448947004223188	0.493,0.476	0.484,0.537	-0.026
3450	"ENSMUSG00000061175"	"Fnip2"	chr3	-	79419804	79419905	79422409	79422556	79419637	79419709	79425371	79425498	3450	55,117	176,235	76,79	45,97	78	78	0.0313850599623928	0.157566499629007	0.238,0.332	0.628,0.449	-0.253
3451	"ENSMUSG00000061175"	"Fnip2"	chr3	-	79419804	79419905	79425371	79425498	79419637	79419709	79474815	79474989	3451	32,73	172,236	12,19	45,97	78	78	0.589842792944457	0.7562541116908	0.157,0.236	0.211,0.164	0.009
3452	"ENSMUSG00000061175"	"Fnip2"	chr3	-	79422409	79422556	79425371	79425498	79419804	79419905	79438849	79439183	3452	40,121	140,169	45,42	63,135	78	78	0.994904746030486	0.999202115572178	0.222,0.417	0.417,0.237	-0.007
3453	"ENSMUSG00000061175"	"Fnip2"	chr3	-	79422409	79422556	79425371	79425498	79419804	79419905	79474815	79474989	3453	32,79	137,168	12,19	61,136	78	78	0.0272091155570936	0.155608255455044	0.189,0.32	0.164,0.123	0.111
3454	"ENSMUSG00000026034"	"Clk1"	chr1	-	58451805	58451896	58452105	58452185	58449347	58451499	58452548	58452631	3454	647,359	517,244	1073,1131	557,737	78	78	0.0604278799719991	0.198205733077503	0.556,0.595	0.658,0.605	-0.056
3455	"ENSMUSG00000026034"	"Clk1"	chr1	-	58459279	58459370	58460241	58460467	58458825	58458892	58460932	58461093	3455	688,502	88,125	721,834	198,352	78	78	0.00497357644819962	0.143003799299439	0.887,0.801	0.785,0.703	0.1
3457	"ENSMUSG00000004642"	"Slbp"	chr5	-	33803353	33803413	33807086	33807191	33802843	33802981	33809306	33809423	3457	108,114	71,86	101,47	25,71	78	78	0.831881715499798	0.93006575544592	0.603,0.57	0.802,0.398	-0.014
3458	"ENSMUSG00000028367"	"Txn1"	chr4	-	57945146	57945212	57950838	57950898	57943372	57943967	57951796	57951901	3458	503,706	633,883	1024,1158	1182,1195	78	78	0.0577999981947822	0.195447988590292	0.443,0.444	0.464,0.492	-0.034
3465	"ENSMUSG00000074813"	"Morrbid"	chr2	-	128152943	128153028	128157229	128157366	128142546	128142916	128172764	128172969	3465	0,2	4,5	2,0	0,0	78	78	0.0578891875652688	0.195447988590292	0.0,0.286	1.0,NA	-0.857
3466	"ENSMUSG00000020700"	"Map3k3"	chr11	+	106041834	106041966	106042443	106042573	106041095	106041244	106043042	106043220	3466	54,133	186,129	155,206	243,311	78	78	0.595509148946537	0.759893345380068	0.225,0.508	0.389,0.398	-0.027
3467	"ENSMUSG00000020700"	"Map3k3"	chr11	+	106042443	106042573	106043042	106043220	106041834	106041966	106044791	106046272	3467	95,114	155,150	187,217	246,297	78	78	0.396692109490985	0.593392100955418	0.38,0.432	0.432,0.422	-0.021
3468	"ENSMUSG00000017132"	"Cyth1"	chr11	-	118068045	118068122	118073045	118073157	118061651	118061723	118073590	118073739	3468	1117,557	387,262	2642,3069	1005,948	78	78	0.190267484149746	0.37426229038633	0.743,0.68	0.724,0.764	-0.032
3469	"ENSMUSG00000110040"	"Gm49369"	chr7	-	141930762	141930907	141931069	141931192	141930569	141930668	141934502	141934601	3469	5306,5340	4761,4926	5029,6187	4767,5691	78	78	0.104438325262768	0.261342976812822	0.527,0.52	0.513,0.521	0.007
3470	"ENSMUSG00000110040"	"Gm49369"	chr7	-	141931069	141931192	141934502	141934729	141930762	141930907	141936328	141936404	3470	5248,5666	4911,4842	5079,6227	4846,5824	78	78	0.0835053048483376	0.233102167398701	0.517,0.539	0.512,0.517	0.014
3471	"ENSMUSG00000002014"	"Ssr4"	chrX	+	72833636	72833726	72833964	72834030	72833405	72833480	72834259	72834417	3471	126,278	78,135	72,48	29,31	78	78	0.762288622408838	0.879193164967213	0.618,0.673	0.713,0.608	-0.015
3474	"ENSMUSG00000023984"	"Gm20517"	chr17	+	47923887	47924042	47929733	47929987	47922537	47922617	47982968	47984343	3474	69,146	0,12	83,80	0,0	78	78	0.0387664599586033	0.169189599474805	1.0,0.924	1.0,1.0	-0.038
3475	"ENSMUSG00000022095"	"Fhip2b"	chr14	-	70823058	70823199	70823514	70823658	70822778	70822879	70823796	70823887	3475	85,84	125,90	111,141	146,155	78	78	0.701189663006494	0.84060323708282	0.405,0.483	0.432,0.476	-0.01
3476	"ENSMUSG00000022095"	"Fhip2b"	chr14	-	70823514	70823658	70823796	70823887	70823058	70823199	70824009	70824138	3476	38,63	115,122	65,57	229,213	78	78	0.0188221205204739	0.150361267192596	0.248,0.341	0.221,0.211	0.078
3477	"ENSMUSG00000058818"	"Pirb"	chr7	-	3715906	3716062	3716818	3716871	3714407	3715829	3717095	3717133	3477	172,253	204,266	451,429	506,472	78	78	0.94411129834442	0.999202115572178	0.457,0.487	0.471,0.476	-0.002
3478	"ENSMUSG00000061136"	"Prpf40a"	chr2	-	53034795	53034891	53035244	53035382	53031954	53032041	53035631	53035748	3478	163,253	240,326	69,63	100,72	78	78	0.734887853121756	0.861926991465875	0.404,0.437	0.408,0.467	-0.017
3479	"ENSMUSG00000061136"	"Prpf40a"	chr2	-	53047904	53047929	53049274	53049328	53046634	53046997	53049569	53049690	3479	125,151	46,94	47,10	35,21	78	64	0.0344366166797	0.160670514382618	0.69,0.569	0.524,0.281	0.227
3480	"ENSMUSG00000070738"	"Dgkd"	chr1	+	87809580	87809661	87842821	87842926	87808089	87808200	87843213	87843346	3480	195,150	202,288	86,98	103,96	78	78	0.129343172047342	0.299754530406508	0.491,0.342	0.455,0.505	-0.064
3481	"ENSMUSG00000070738"	"Dgkd"	chr1	+	87861827	87861924	87862115	87862223	87859653	87859764	87863059	87863173	3481	134,152	136,254	47,58	25,97	78	78	0.306651905190373	0.5019651347002	0.496,0.374	0.653,0.374	-0.079
3482	"ENSMUSG00000070738"	"Dgkd"	chr1	+	87862115	87862223	87863059	87863173	87861827	87861924	87864005	87864140	3482	94,175	157,140	47,85	81,86	78	78	0.310927629602544	0.507152308216565	0.375,0.556	0.367,0.497	0.034
3483	"ENSMUSG00000070738"	"Dgkd"	chr1	+	87863059	87863173	87864005	87864140	87862115	87862223	87864470	87864622	3483	133,245	187,282	25,86	78,79	78	78	0.513812568268629	0.696890078215573	0.416,0.465	0.243,0.521	0.058
3484	"ENSMUSG00000070738"	"Dgkd"	chr1	+	87864005	87864140	87864470	87864622	87862115	87862223	87865875	87865975	3484	0,20	330,294	4,0	121,136	78	78	0.760255824367686	0.877828298919009	0.0,0.064	0.032,0.0	0.016
3485	"ENSMUSG00000070738"	"Dgkd"	chr1	+	87864005	87864140	87864470	87864622	87863004	87863173	87865875	87865987	3485	151,152	327,294	81,86	121,136	78	78	0.0332241000739422	0.159202027203348	0.316,0.341	0.401,0.387	-0.066
3487	"ENSMUSG00000037514"	"Pank2"	chr2	+	131129393	131129517	131135318	131135444	131115830	131116040	131138192	131141106	3487	0,9	46,55	4,0	35,60	78	78	0.590039622764238	0.7562541116908	0.0,0.141	0.103,0.0	0.019
3489	"ENSMUSG00000026743"	"Mllt10"	chr2	+	18075935	18076015	18114592	18114702	18069845	18070005	18127055	18127159	3489	29,23	13,20	0,19	12,6	78	78	0.360243025188091	0.558320325582079	0.69,0.535	0.0,0.76	0.233
3490	"ENSMUSG00000026743"	"Mllt10"	chr2	+	18087321	18087536	18097594	18097645	18075935	18076015	18106268	18106323	3490	0,4	1,0	5,2	0,0	78	78	0.205432974887621	0.392632923889405	0.0,1.0	1.0,1.0	-0.5
3491	"ENSMUSG00000026743"	"Mllt10"	chr2	+	18106268	18106323	18114592	18114702	18075935	18076015	18127055	18127159	3491	2,6	12,23	0,9	12,6	78	78	0.9080665470861	0.980157758016037	0.143,0.207	0.0,0.6	-0.125
3492	"ENSMUSG00000026743"	"Mllt10"	chr2	+	18175853	18175886	18191028	18191207	18175064	18175109	18201393	18201511	3492	8,9	37,32	2,5	20,56	72	78	0.0384708652931453	0.168479105264359	0.19,0.234	0.098,0.088	0.119
3493	"ENSMUSG00000030868"	"Dctn5"	chr7	+	121737470	121737582	121743007	121743110	121734274	121734393	121747279	121748267	3493	96,111	94,73	56,48	39,79	78	78	0.397822543950298	0.593499779330502	0.505,0.603	0.589,0.378	0.071
3494	"ENSMUSG00000034255"	"Arhgap27"	chr11	-	103229513	103229581	103229850	103229934	103229132	103229223	103230021	103230102	3494	66,79	25,55	31,73	10,24	78	78	0.0757622724509865	0.221248511416665	0.725,0.59	0.756,0.753	-0.097
3495	"ENSMUSG00000087368"	"BC065397"	chrX	+	135661166	135661324	135662739	135662837	135660604	135660667	135689269	135689366	3495	4,0	0,3	5,0	0,0	78	78	0.97925011803202	0.999202115572178	1.0,0.0	1.0,NA	-0.5
3497	"ENSMUSG00000030691"	"Fchsd2"	chr7	+	100826350	100826427	100835594	100835739	100788357	100788403	100840873	100841007	3497	10,21	16,28	8,4	1,15	78	78	0.625995190554563	0.786064949530123	0.385,0.429	0.889,0.211	-0.143
3499	"ENSMUSG00000034343"	"Ube2f"	chr1	+	91181936	91182115	91189988	91190018	91178025	91178159	91192939	91193005	3499	35,40	78,88	4,5	38,23	78	69	0.0339087709971052	0.159827975510308	0.284,0.287	0.085,0.161	0.162
3500	"ENSMUSG00000034343"	"Ube2f"	chr1	+	91181981	91182115	91189988	91190018	91178040	91178159	91192939	91193005	3500	69,109	78,88	26,62	38,23	78	69	0.580418272211488	0.749987234394087	0.439,0.523	0.377,0.705	-0.06
3501	"ENSMUSG00000034343"	"Ube2f"	chr1	+	91181984	91182115	91189988	91190018	91178058	91178159	91192939	91193005	3501	40,25	78,88	17,8	38,23	78	69	0.95451883520561	0.999202115572178	0.312,0.201	0.284,0.235	-0.003
3502	"ENSMUSG00000034343"	"Ube2f"	chr1	+	91189988	91190018	91192939	91193005	91181936	91182115	91202971	91203039	3502	15,27	123,87	12,22	37,35	69	78	0.0231333102632559	0.153605651419981	0.121,0.26	0.268,0.415	-0.151
3503	"ENSMUSG00000034343"	"Ube2f"	chr1	+	91192939	91193005	91202971	91203039	91189988	91190018	91204107	91204178	3503	88,149	110,135	63,17	47,87	78	78	0.418142041636704	0.610399350886085	0.444,0.525	0.573,0.163	0.117
3504	"ENSMUSG00000064210"	"Ano6"	chr15	+	95859956	95860162	95863701	95863904	95853771	95853902	95865503	95865609	3504	70,50	74,66	18,71	30,62	78	78	0.819397854542521	0.921457139701239	0.486,0.431	0.375,0.534	0.004
3505	"ENSMUSG00000026491"	"Ahctf1"	chr1	-	179593442	179593635	179595859	179595967	179591034	179591238	179596553	179596704	3505	73,166	55,148	28,29	21,21	78	78	0.565585003269444	0.739456074312527	0.57,0.529	0.571,0.58	-0.026
3508	"ENSMUSG00000074570"	"Cass4"	chr2	+	172258039	172258462	172265518	172265620	172235713	172235925	172266519	172266594	3508	163,129	172,141	221,266	181,274	78	78	0.190566751634383	0.37426229038633	0.487,0.478	0.55,0.493	-0.039
3509	"ENSMUSG00000074570"	"Cass4"	chr2	+	172265518	172265620	172266519	172266594	172258039	172258462	172268555	172269845	3509	178,133	136,99	177,237	167,150	78	78	0.845990771119286	0.938996782664077	0.567,0.573	0.515,0.612	0.006
3510	"ENSMUSG00000074570"	"Cass4"	chr2	+	172265518	172265620	172266519	172266600	172258039	172258462	172268555	172269845	3510	178,133	80,55	177,237	91,109	78	78	0.241158999904254	0.432763070739156	0.69,0.707	0.66,0.685	0.026
3511	"ENSMUSG00000074570"	"Cass4"	chr2	+	172266519	172266594	172268555	172269845	172265518	172265620	172274152	172274780	3511	148,108	125,64	141,212	207,128	78	78	0.328277314075248	0.527159540481188	0.542,0.628	0.405,0.624	0.071
3512	"ENSMUSG00000026277"	"Stk25"	chr1	-	93555375	93555432	93556755	93556986	93553772	93554855	93563019	93563105	3512	55,29	73,30	5,19	4,17	78	78	0.313199866068867	0.509824800928219	0.43,0.492	0.556,0.528	-0.081
3513	"ENSMUSG00000028514"	"Usp24"	chr4	+	106217319	106217434	106217614	106217718	106216212	106216371	106219099	106219207	3513	23,63	17,99	0,0	0,3	78	78	0.140066693916326	0.313702343545156	0.575,0.389	NA,0.0	0.482
3514	"ENSMUSG00000117679"	"Apbb3"	chr18	-	36808333	36808449	36808449	36808577	36808002	36808194	36808715	36808799	3514	107,60	175,167	160,272	360,327	78	78	0.384078509323288	0.581156426172393	0.379,0.264	0.308,0.454	-0.059
3515	"ENSMUSG00000117679"	"Apbb3"	chr18	-	36808449	36808577	36808715	36808799	36808002	36808194	36809223	36809308	3515	98,121	37,21	280,215	82,137	78	78	0.202607052418063	0.389594370900401	0.726,0.852	0.773,0.611	0.097
3516	"ENSMUSG00000117679"	"Apbb3"	chr18	-	36810497	36810558	36811446	36811523	36810162	36810309	36811602	36811622	3516	98,75	30,41	151,226	44,50	78	78	0.0348248260514437	0.161846745201548	0.766,0.647	0.774,0.819	-0.09
3517	"ENSMUSG00000117679"	"Apbb3"	chr18	-	36811446	36811523	36811602	36811766	36810497	36810558	36812049	36812124	3517	90,65	26,34	166,226	64,67	78	78	0.373708000226848	0.571010633422559	0.776,0.657	0.722,0.771	-0.03
3518	"ENSMUSG00000040297"	"Suco"	chr1	-	161672357	161672449	161672871	161672927	161671570	161671636	161673128	161673149	3518	105,74	177,210	183,133	299,282	78	78	0.273675993347677	0.466363162810751	0.372,0.261	0.38,0.32	-0.033
3519	"ENSMUSG00000018736"	"Ndel1"	chr11	-	68720740	68720892	68724179	68724271	68712259	68713491	68726975	68727149	3519	913,731	663,510	1936,2084	1551,1724	78	78	0.00803913779518417	0.143003799299439	0.579,0.589	0.555,0.547	0.033
3520	"ENSMUSG00000018736"	"Ndel1"	chr11	-	68730696	68730833	68732845	68732994	68726975	68727149	68734646	68734800	3520	853,954	835,718	2013,2354	1669,1794	78	78	0.355321298774698	0.552668884186576	0.505,0.571	0.547,0.568	-0.019
3521	"ENSMUSG00000018736"	"Ndel1"	chr11	-	68732845	68732994	68734646	68734800	68730696	68730833	68736152	68736250	3521	820,853	595,656	2072,2414	1582,1881	78	78	0.255294769623686	0.447874041564495	0.58,0.565	0.567,0.562	0.008
3522	"ENSMUSG00000018736"	"Ndel1"	chr11	-	68734646	68734800	68736152	68736250	68732845	68732994	68743767	68743867	3522	474,514	833,933	727,761	1986,2315	78	78	0.00299599163482112	0.143003799299439	0.363,0.355	0.268,0.247	0.101
3523	"ENSMUSG00000027601"	"Mtfr1"	chr3	+	19254189	19254331	19260615	19260714	19242273	19242452	19265631	19265747	3523	2,31	37,21	2,0	11,2	78	78	0.592400273016808	0.758438606554385	0.051,0.596	0.154,0.0	0.246
3524	"ENSMUSG00000027601"	"Mtfr1"	chr3	+	19254189	19254331	19260615	19260714	19242477	19243056	19265631	19265715	3524	3,12	39,21	0,0	11,2	78	78	0.0641741623263546	0.204308375376925	0.071,0.364	0.0,0.0	0.217
3526	"ENSMUSG00000052406"	"Rexo4"	chr2	-	26846300	26846375	26848490	26848579	26845506	26845581	26850235	26850429	3526	7,22	10,27	0,5	0,21	78	78	0.0872546890868032	0.23794524655596	0.412,0.449	NA,0.192	0.238
3527	"ENSMUSG00000052406"	"Rexo4"	chr2	-	26848490	26848579	26850235	26850429	26846300	26846375	26850614	26850752	3527	9,14	48,32	0,0	10,6	78	78	0.0311004548162689	0.157566499629007	0.158,0.304	0.0,0.0	0.231
3528	"ENSMUSG00000026094"	"Stk17b"	chr1	-	53803190	53803317	53805079	53805224	53801747	53801796	53810768	53810981	3528	576,528	1165,993	942,1106	1617,2170	78	78	0.346147472343938	0.544754101959343	0.331,0.347	0.368,0.338	-0.014
3529	"ENSMUSG00000026094"	"Stk17b"	chr1	-	53805079	53805224	53810768	53810981	53803190	53803317	53815675	53815838	3529	400,401	770,538	780,761	914,1329	78	78	0.511589759788342	0.694920777579361	0.342,0.427	0.46,0.364	-0.028
3530	"ENSMUSG00000026094"	"Stk17b"	chr1	-	53805079	53805224	53810768	53810981	53803190	53803317	53824232	53824316	3530	102,71	770,535	106,84	918,1329	78	78	0.123596873644597	0.29042722706888	0.117,0.117	0.104,0.059	0.036
